reciept_no,tran_date,fund_code,fund_subcode,customer_id,amount,fund_name,fund_subname,customer_type,gender,birthday,age,flag_member
580000889,2014-12-24,20,570000002,P0117,8900,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,male,,,no
580000872,2014-12-24,20,570000002,P0126,3600,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580000908,2014-12-24,20,570000002,P0160,13900,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,male,,,no
580000866,2014-12-24,20,570000002,P0290,5500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,male,,,no
580000959,2014-12-24,10,570000013,P0294,12700,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน ปันน้ำใจ ให้ชีวิต (ดำเนินงาน รพ.),บุคคลธรรมดา,male,,,no
580000878,2014-12-24,20,570000002,P0319,16500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580000862,2014-12-24,20,570000002,P0321,5600,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580000881,2014-12-24,20,570000002,P0385,12500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580000897,2014-12-24,20,570000002,P0394,9400,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,male,,,no
580000865,2014-12-24,20,570000002,P0480,5100,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580000934,2014-12-24,20,570000002,P0547,5300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580000868,2014-12-24,20,570000002,P0603,5000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580000953,2014-12-24,20,570000002,P0620,8500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580000901,2014-12-24,20,570000002,P0649,5500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580000874,2014-12-24,20,570000002,P0665,12500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,male,,,no
580000867,2014-12-24,20,570000002,P0719,17100,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580000885,2014-12-24,20,570000002,P0788,6100,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580000871,2014-12-24,20,570000002,P0816,12800,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,male,,,no
